Sex,Diet,Transport,Vehicle Monthly Distance Km,CarbonEmission
male,pescatarian,public,346,1532
male,omnivore,private,454,3311
female,omnivore,private,3349,2189
male,pescatarian,private,6445,3095
female,vegan,private,7994,4492
female,vegetarian,walk/bicycle,66,1072
male,vegetarian,private,49,2529
female,vegetarian,private,441,1693
female,omnivore,walk/bicycle,38,2228
male,omnivore,public,1493,1928
male,vegetarian,private,8676,4606
female,omnivore,private,8074,2523
male,pescatarian,walk/bicycle,39,1301
male,vegetarian,public,710,2244
male,vegetarian,walk/bicycle,98,2774
male,vegan,walk/bicycle,36,1172
female,omnivore,walk/bicycle,31,1155
male,omnivore,walk/bicycle,38,1890
male,vegetarian,public,1206,3620
female,pescatarian,public,52,2427
female,omnivore,private,9244,3876
male,pescatarian,walk/bicycle,13,1980
male,vegetarian,public,1594,2247
male,vegan,private,1722,2408
male,vegetarian,private,7762,5500
male,pescatarian,walk/bicycle,46,3558
male,pescatarian,private,8716,5236
male,vegetarian,public,68,2737
male,vegan,public,304,1705
male,vegan,walk/bicycle,65,1363
female,omnivore,walk/bicycle,82,730
female,omnivore,private,862,3114
female,vegetarian,walk/bicycle,12,1216
female,omnivore,walk/bicycle,9,1651
female,omnivore,private,6736,1347
female,vegetarian,public,655,1419
female,pescatarian,private,9333,4807
female,omnivore,public,821,2141
female,vegan,public,977,2414
male,vegetarian,walk/bicycle,56,1266
male,omnivore,private,9549,3136
female,pescatarian,private,3443,2887
male,vegetarian,walk/bicycle,3,1826
female,vegetarian,walk/bicycle,79,1274
female,pescatarian,walk/bicycle,90,2193
male,vegetarian,private,2074,1438
male,omnivore,walk/bicycle,91,1724
male,vegetarian,public,1529,630
female,vegan,walk/bicycle,52,1626
female,vegan,walk/bicycle,78,1529
female,omnivore,private,4936,3664
female,vegan,public,1217,2059
female,pescatarian,walk/bicycle,68,2476
female,vegan,walk/bicycle,98,1538
male,vegan,private,7258,5146
male,vegan,private,20,1249
male,vegan,public,1704,1614
female,omnivore,walk/bicycle,50,2263
male,vegetarian,private,2300,2709
female,pescatarian,walk/bicycle,37,1441
male,pescatarian,private,7961,5194
male,vegetarian,private,209,1700
male,vegetarian,public,1683,2901
male,omnivore,walk/bicycle,64,971
male,omnivore,public,1179,2243
female,vegetarian,private,7917,4383
male,omnivore,private,6387,7295
female,omnivore,walk/bicycle,12,1195
female,vegan,public,1800,2165
female,pescatarian,private,7088,2307
female,omnivore,private,4990,4304
female,omnivore,walk/bicycle,40,1993
male,pescatarian,walk/bicycle,60,1705
female,pescatarian,public,1041,1537
male,vegetarian,walk/bicycle,10,1322
male,omnivore,walk/bicycle,24,2066
female,omnivore,public,1825,2411
female,vegan,walk/bicycle,89,1680
male,vegan,private,4922,1959
male,vegan,public,656,2035
male,vegetarian,public,404,2321
male,vegetarian,walk/bicycle,41,2732
male,vegetarian,private,7482,4917
female,vegan,walk/bicycle,22,936
female,pescatarian,public,361,2131
male,vegetarian,public,415,2089
male,pescatarian,public,975,2110
male,pescatarian,public,322,3481
male,pescatarian,walk/bicycle,58,2837
male,omnivore,walk/bicycle,54,2303
female,vegan,private,4677,2286
male,omnivore,public,375,1902
male,omnivore,public,1336,2181
male,vegetarian,walk/bicycle,5,3071
male,pescatarian,public,538,3043
male,vegetarian,walk/bicycle,32,1312
male,omnivore,walk/bicycle,42,2836
female,vegan,walk/bicycle,72,2060
male,pescatarian,private,1584,2131
female,vegan,private,9486,5480
female,omnivore,public,1515,1438
male,vegan,public,1484,1922
female,pescatarian,private,8925,2148
female,vegan,private,967,2383
female,pescatarian,public,104,1304
female,pescatarian,walk/bicycle,35,1619
male,vegetarian,private,6721,3563
female,vegan,public,1117,1660
female,pescatarian,walk/bicycle,62,1565
female,omnivore,walk/bicycle,14,1341
female,vegan,walk/bicycle,34,1545
male,omnivore,walk/bicycle,87,1578
male,vegetarian,public,559,1437
male,vegetarian,private,7411,2698
male,pescatarian,walk/bicycle,44,1718
female,vegan,walk/bicycle,82,1511
female,omnivore,private,5406,2662
female,omnivore,walk/bicycle,8,1080
female,vegan,public,454,1623
female,pescatarian,walk/bicycle,19,666
male,vegetarian,walk/bicycle,98,1726
male,vegetarian,walk/bicycle,12,2095
female,omnivore,private,6721,1736
female,pescatarian,public,33,1458
female,vegetarian,walk/bicycle,59,1581
female,vegan,public,1801,2111
male,omnivore,public,26,2932
female,vegan,private,1117,1616
female,pescatarian,private,9102,2270
female,vegan,walk/bicycle,23,1122
male,pescatarian,public,388,1875
male,vegan,public,322,3239
female,omnivore,walk/bicycle,25,2180
female,pescatarian,private,302,1778
male,vegan,walk/bicycle,64,1664
female,vegan,public,676,3110
female,vegan,private,1606,2338
male,vegetarian,public,1715,2940
male,vegan,public,315,2442
male,pescatarian,public,957,1688
female,pescatarian,walk/bicycle,86,2178
female,vegetarian,walk/bicycle,62,1453
male,vegetarian,walk/bicycle,25,1663
female,vegetarian,walk/bicycle,63,2214
female,pescatarian,public,820,1113
female,vegetarian,walk/bicycle,80,2248
male,vegetarian,walk/bicycle,99,1170
male,omnivore,private,6207,4281
male,pescatarian,private,1145,1861
male,vegan,walk/bicycle,73,854
male,omnivore,public,492,1897
female,pescatarian,private,3718,2333
female,vegan,public,74,2112
male,omnivore,private,4465,3068
male,omnivore,walk/bicycle,37,1706
female,vegetarian,public,613,1311
male,omnivore,public,1950,4087
female,pescatarian,walk/bicycle,77,1983
male,omnivore,private,3011,2627
female,vegetarian,public,210,1514
male,vegetarian,walk/bicycle,62,821
female,omnivore,private,4772,2165
male,vegetarian,walk/bicycle,38,2654
male,pescatarian,private,5490,2893
male,pescatarian,private,9501,4087
female,pescatarian,private,7032,3294
male,omnivore,walk/bicycle,75,2113
female,pescatarian,walk/bicycle,5,1653
male,vegan,walk/bicycle,26,2466
male,pescatarian,walk/bicycle,52,2019
male,omnivore,private,8706,5025
male,pescatarian,public,1114,1136
male,pescatarian,walk/bicycle,19,3123
male,vegan,private,4981,1762
female,pescatarian,private,3475,1632
male,pescatarian,public,152,1591
female,omnivore,private,8803,3067
male,vegan,private,1774,1200
male,vegetarian,private,466,3670
male,vegan,walk/bicycle,31,1884
male,omnivore,public,1275,3596
female,vegetarian,private,9765,830
male,vegan,walk/bicycle,82,3048
female,vegetarian,private,9197,721
female,vegetarian,private,4519,1429
male,pescatarian,walk/bicycle,78,2503
female,vegan,private,9413,1045
female,pescatarian,public,266,1301
female,pescatarian,private,2960,2538
female,pescatarian,public,622,2353
female,vegan,walk/bicycle,23,2737
male,vegetarian,private,203,2069
male,vegan,walk/bicycle,9,1882
female,pescatarian,walk/bicycle,95,2078
male,omnivore,private,6540,4549
female,vegan,walk/bicycle,55,1293
female,omnivore,walk/bicycle,62,1687
female,vegetarian,walk/bicycle,33,3060
male,vegan,public,1946,2131
female,pescatarian,public,1736,1432
female,pescatarian,walk/bicycle,44,1423
male,omnivore,walk/bicycle,80,1848
male,pescatarian,public,16,1363
male,omnivore,walk/bicycle,66,1869
female,vegetarian,walk/bicycle,76,854
female,vegan,public,1566,2512
male,pescatarian,private,5343,3585
female,vegetarian,private,552,1476
male,omnivore,private,8531,3793
female,pescatarian,public,113,1184
male,vegetarian,private,819,1538
male,vegetarian,walk/bicycle,58,2121
female,vegetarian,public,254,2573
female,vegan,public,1485,1196
female,omnivore,walk/bicycle,35,1251
male,vegetarian,private,2800,2210
female,vegetarian,public,192,674
female,vegetarian,walk/bicycle,98,1348
male,pescatarian,private,8842,3355
female,vegan,public,1506,2117
female,vegan,public,1421,1434
female,vegan,private,433,1309
male,omnivore,public,1134,2808
female,omnivore,public,587,2565
female,vegetarian,private,5460,3048
male,omnivore,private,3604,2602
male,omnivore,public,261,1308
male,vegan,walk/bicycle,28,2017
male,pescatarian,public,333,1604
female,vegan,public,242,2385
female,omnivore,walk/bicycle,78,2556
male,pescatarian,walk/bicycle,92,2680
male,omnivore,private,4865,4038
female,vegan,private,9881,5753
male,vegetarian,private,2716,2247
female,vegetarian,public,1364,1130
female,omnivore,public,971,2500
female,vegan,public,1852,1571
female,vegetarian,public,313,1916
female,vegetarian,walk/bicycle,3,1514
male,vegetarian,public,373,2766
male,omnivore,public,273,2753
male,omnivore,walk/bicycle,60,1702
male,pescatarian,public,1619,2180
female,vegan,walk/bicycle,66,949
female,omnivore,public,335,2812
male,vegan,walk/bicycle,98,2340
female,vegan,public,1940,977
female,omnivore,private,7570,3634
male,vegetarian,walk/bicycle,71,2260
female,vegan,walk/bicycle,97,1379
female,omnivore,walk/bicycle,66,1833
male,vegan,private,7150,5432
female,vegan,public,389,2794
female,omnivore,walk/bicycle,28,1951
female,vegan,public,380,1197
female,omnivore,walk/bicycle,90,907
male,omnivore,walk/bicycle,31,1874
female,omnivore,private,5680,1875
male,vegetarian,private,5935,2517
male,vegan,private,3285,2935
male,vegetarian,walk/bicycle,17,2647
female,vegetarian,private,8945,3223
male,omnivore,walk/bicycle,44,1699
female,pescatarian,walk/bicycle,97,1374
female,vegetarian,private,5696,1674
male,vegan,private,7972,4789
female,pescatarian,private,4078,2800
male,vegan,public,959,1196
male,vegan,private,8348,1594
female,omnivore,walk/bicycle,80,974
female,pescatarian,public,1340,1646
male,pescatarian,private,8761,4302
female,vegan,private,4676,1973
female,pescatarian,private,8950,3571
female,omnivore,walk/bicycle,43,1585
male,omnivore,private,2899,4367
male,omnivore,walk/bicycle,80,1620
female,pescatarian,walk/bicycle,45,1043
male,pescatarian,private,5848,4281
female,vegetarian,walk/bicycle,87,1478
male,pescatarian,private,5750,4328
female,vegan,public,521,1876
male,vegan,private,6188,2680
male,omnivore,walk/bicycle,51,1697
male,vegan,walk/bicycle,58,974
female,omnivore,public,126,1148
female,omnivore,private,5501,3357
female,vegan,walk/bicycle,64,1493
male,pescatarian,walk/bicycle,46,1043
female,omnivore,walk/bicycle,10,1867
male,pescatarian,private,1744,3062
male,pescatarian,public,884,1537
female,vegetarian,walk/bicycle,36,999
female,pescatarian,public,1292,2013
female,omnivore,public,577,1685
female,omnivore,walk/bicycle,83,1665
female,vegetarian,walk/bicycle,62,2588
female,vegan,walk/bicycle,91,657
male,pescatarian,private,6403,1696
female,vegan,walk/bicycle,8,1363
female,vegetarian,walk/bicycle,72,1135
female,vegan,public,507,1442
female,vegan,public,220,2103
male,pescatarian,private,3178,2912
female,pescatarian,private,4845,2220
female,pescatarian,public,1363,1907
female,omnivore,walk/bicycle,14,1546
female,vegan,public,942,2264
female,vegetarian,private,3894,2619
female,vegetarian,walk/bicycle,70,846
female,vegetarian,private,1277,1310
female,pescatarian,private,6122,3769
female,vegan,private,8192,2774
female,pescatarian,private,7242,1758
male,vegan,walk/bicycle,62,1694
male,vegan,walk/bicycle,71,3181
male,omnivore,public,1576,1074
female,omnivore,private,7899,3888
male,vegan,walk/bicycle,20,1763
female,vegan,public,1634,1092
female,omnivore,private,5074,1915
male,vegetarian,public,780,1256
male,vegetarian,public,149,2087
female,vegan,walk/bicycle,35,998
male,pescatarian,walk/bicycle,84,2600
female,omnivore,public,375,965
male,vegan,private,4861,2221
male,pescatarian,walk/bicycle,75,2231
male,omnivore,public,404,1674
male,omnivore,walk/bicycle,44,1111
female,vegetarian,private,7731,5541
male,pescatarian,walk/bicycle,85,1466
male,pescatarian,public,1080,1048
male,vegetarian,walk/bicycle,3,769
male,vegetarian,walk/bicycle,17,2167
male,vegetarian,walk/bicycle,14,2114
male,omnivore,public,1081,1563
female,pescatarian,public,1319,1367
female,pescatarian,private,7069,3698
female,vegan,walk/bicycle,84,2491
male,vegetarian,private,5375,2285
male,pescatarian,public,363,2084
female,vegetarian,private,8425,3277
male,pescatarian,walk/bicycle,42,1647
female,vegetarian,walk/bicycle,55,1036
male,omnivore,walk/bicycle,87,1084
male,vegetarian,public,401,1756
female,vegetarian,walk/bicycle,98,2345
male,pescatarian,walk/bicycle,98,1986
female,omnivore,walk/bicycle,82,1993
female,omnivore,walk/bicycle,14,2158
male,vegan,walk/bicycle,14,1692
male,omnivore,walk/bicycle,29,2676
male,vegetarian,private,1851,2765
male,vegetarian,public,225,1469
female,vegan,public,1651,1348
male,pescatarian,walk/bicycle,47,4191
female,omnivore,walk/bicycle,9,1359
male,pescatarian,walk/bicycle,69,1026
male,vegan,private,5746,2809
male,omnivore,private,8498,4010
male,pescatarian,walk/bicycle,71,1319
female,vegetarian,public,1157,1573
male,vegan,walk/bicycle,87,2397
female,pescatarian,public,603,2235
female,vegan,private,2472,1498
male,vegan,public,105,2525
male,vegan,private,8048,3440
female,omnivore,private,9984,5254
female,pescatarian,walk/bicycle,57,2589
male,pescatarian,public,1262,2438
male,vegan,public,1759,2113
male,pescatarian,public,1832,2177
male,pescatarian,private,6150,4105
female,pescatarian,walk/bicycle,52,2016
male,omnivore,public,1975,1630
female,vegan,private,9480,2768
male,omnivore,private,7960,1989
female,vegetarian,public,1936,2190
male,vegan,walk/bicycle,66,1585
female,pescatarian,walk/bicycle,95,1335
female,pescatarian,walk/bicycle,75,2473
female,omnivore,walk/bicycle,45,1807
male,omnivore,walk/bicycle,96,2461
male,vegan,public,20,1721
male,vegan,public,477,1377
female,vegan,walk/bicycle,71,2007
female,omnivore,public,323,817
male,vegetarian,private,8677,3116
male,vegetarian,private,4020,3582
male,vegetarian,public,1265,1626
female,vegan,walk/bicycle,99,1918
female,vegan,public,705,1690
male,omnivore,public,1861,1887
male,vegan,walk/bicycle,54,3722
male,omnivore,walk/bicycle,88,2827
male,vegan,public,1032,2487
male,pescatarian,private,7192,1194
male,pescatarian,walk/bicycle,39,1727
female,vegan,public,711,1706
male,omnivore,private,6761,4352
female,pescatarian,walk/bicycle,29,1643
female,vegan,public,112,2666
male,omnivore,public,836,1797
male,vegetarian,walk/bicycle,75,2736
male,vegan,walk/bicycle,42,1855
male,vegan,private,160,1775
female,pescatarian,public,306,1323
male,vegetarian,public,1447,2768
female,omnivore,private,5305,3511
female,pescatarian,private,3335,2230
female,vegetarian,walk/bicycle,86,2656
female,pescatarian,private,8700,2472
female,vegetarian,walk/bicycle,68,1061
female,pescatarian,private,1579,2400
female,vegetarian,walk/bicycle,99,1436
female,omnivore,walk/bicycle,38,1458
male,vegan,private,7526,3540
female,vegetarian,walk/bicycle,24,1085
female,omnivore,public,547,1724
male,vegan,walk/bicycle,32,2780
female,vegan,public,1799,1725
male,omnivore,private,7914,3992
female,vegetarian,walk/bicycle,7,1635
female,pescatarian,public,1539,1116
female,omnivore,walk/bicycle,17,2400
female,omnivore,walk/bicycle,59,1265
male,omnivore,walk/bicycle,17,1890
female,pescatarian,walk/bicycle,37,874
female,vegan,walk/bicycle,43,1380
male,vegetarian,private,7137,2777
female,vegan,public,1134,1096
male,omnivore,walk/bicycle,0,1390
female,omnivore,private,7030,2072
female,omnivore,public,230,2420
male,pescatarian,walk/bicycle,40,1801
male,omnivore,public,1966,3106
male,omnivore,walk/bicycle,45,2361
female,vegetarian,private,5242,3506
male,vegan,private,7450,3712
male,pescatarian,private,5594,3801
female,pescatarian,walk/bicycle,72,1871
female,omnivore,public,685,1517
female,vegetarian,public,1012,1859
male,vegetarian,private,9791,8377
male,omnivore,private,4252,1652
male,pescatarian,private,5915,4976
male,vegan,walk/bicycle,46,1583
male,vegetarian,public,498,1065
female,pescatarian,walk/bicycle,65,1116
male,pescatarian,walk/bicycle,65,1897
female,omnivore,public,1786,1183
